hotel_name,location,GPS,link,rating,rating_desc,reviews,description
Chambres d'Hôtes Château de Damigny,Saint-Martin-des-Entrées,"-0.654643535744981,49.247166000149",booking.com//hotel/fr/chambres-d-ha-tes-chac-teau-de-damigny.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=15bcaeffe452a8039f8f9c53e459fc4a&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=817&hpos=17&no_rooms=1&sr_order=popularity&srepoch=1632872128&srpvid=7ae4a5df91ae007b&ucfs=1&from=searchresults,"9,3",Fabuleux,273 expériences vécues,"L'établissement  Chambres d'Hôtes Château de Damigny est situé à Saint-Martin-des-Entrées, à 4 km de Bayeux."
Hotel Villa Catarie,Guéthary,"-1.60926178104091,43.4238045760429",booking.com//hotel/fr/villa-catarie.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=15bcaeffe452a8039f8f9c53e459fc4a&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=818&hpos=18&no_rooms=1&sr_order=popularity&srepoch=1632872128&srpvid=7ae4a5df91ae007b&ucfs=1&from=searchresults,"8,7",Superbe,355 expériences vécues,"La Villa Catarie est située au cœur du village basque de Guethary, à seulement 5 minutes à pied de la plage.  Une connexion Wi-Fi est disponible gratuitement."
L'EPI HOTEL,Épernon,"1.683799,48.591747",booking.com//hotel/fr/l-39-epi.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=15bcaeffe452a8039f8f9c53e459fc4a&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=819&hpos=19&no_rooms=1&sr_order=popularity&srepoch=1632872128&srpvid=7ae4a5df91ae007b&ucfs=1&from=searchresults,"8,3",Très bien,292 expériences vécues,"Situé à Épernon, l'établissement L'EPI HOTEL dispose d'un restaurant, d'un bar, d'un salon commun et d'un jardin."
Hotel Restaurant Baryton,Saint-Marcel,"1.46274536848068,49.104642095686",booking.com//hotel/fr/restaurant-baryton.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=15bcaeffe452a8039f8f9c53e459fc4a&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=820&hpos=20&no_rooms=1&sr_order=popularity&srepoch=1632872128&srpvid=7ae4a5df91ae007b&ucfs=1&from=searchresults,"8,4",Très bien,282 expériences vécues,"Situé à Vernon, près de Giverny, à 2 minutes de la Seine et à 45 minutes de Paris, l'hôtel-restaurant Baryton vous réserve un accueil chaleureux."
Résidence Vacancéole - Pont du Gard,Remoulins,"4.54934400000002,43.94498",booking.com//hotel/fr/residence-club-mmv-pont-du-gard.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=15bcaeffe452a8039f8f9c53e459fc4a&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=821&hpos=21&no_rooms=1&sr_order=popularity&srepoch=1632872128&srpvid=7ae4a5df91ae007b&ucfs=1&from=searchresults,"7,8",Bien,1 352 expériences vécues,"Située à Remoulins, la Résidence Vacancéole - Pont du Gard propose une piscine extérieure, des hébergements indépendants et une connexion Wi-Fi accessible gratuitement à l'espace réception."
Comfort Suites Pau Idron,Idron,"-0.310185671114596,43.3026328877858",booking.com//hotel/fr/appart-city-pau-idron.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=15bcaeffe452a8039f8f9c53e459fc4a&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=822&hpos=22&no_rooms=1&sr_order=popularity&srepoch=1632872128&srpvid=7ae4a5df91ae007b&ucfs=1&from=searchresults,"8,1",Très bien,271 expériences vécues,"L'établissement Comfort Suites Pau Idron propose des hébergements indépendants, un jardin et une terrasse."
MaisonMazerand,Cirey-sur-Vezouze,"6.94357052436033,48.577952090741",booking.com//hotel/fr/maisonmazerand.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=15bcaeffe452a8039f8f9c53e459fc4a&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=823&hpos=23&no_rooms=1&sr_order=popularity&srepoch=1632872128&srpvid=7ae4a5df91ae007b&ucfs=1&from=searchresults,"9,4",Fabuleux,38 expériences vécues,"Située à Cirey-sur-Vezouze, la MaisonMazerand propose un bar, un jardin et une terrasse. La région est prisée pour pratiquer le ski, le vélo et le billard."
Hôtel Le Cervolan,Voglans,"5.89122802019119,45.6369820730815",booking.com//hotel/fr/le-cerf-volant.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=15bcaeffe452a8039f8f9c53e459fc4a&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=824&hpos=24&no_rooms=1&sr_order=popularity&srepoch=1632872128&srpvid=7ae4a5df91ae007b&ucfs=1&from=searchresults,"8,2",Très bien,518 expériences vécues,"Situé entre Chambéry et Aix-les-Bains, à proximité du lac du Bourget, le Cervolan vous propose des hébergements modernes au cœur d’un parc magnifiquement préservé pourvu d’arbres centenaires."
Lagrange Vacances Domaine de Val Queven,Quéven,"-3.41690629720688,47.8066249766454",booking.com//hotel/fr/residence-privilege-resorts-domaine-de-val-queven.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=15bcaeffe452a8039f8f9c53e459fc4a&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=825&hpos=25&no_rooms=1&sr_order=popularity&srepoch=1632872128&srpvid=7ae4a5df91ae007b&ucfs=1&from=searchresults,"7,8",Bien,388 expériences vécues,"Situé dans le Morbihan, en Bretagne, le complexe Lagrange Vacances Domaine de Val Queven se trouve dans une zone piétonne."
Le Domaine des Prés Verts Spas Privés,Jouey,"4.42847728729248,47.1765578207472",booking.com//hotel/fr/le-domaine-des-pra-c-s-verts.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=68ccc9de3462f70bc234fb14ba452128&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=826&hpos=1&no_rooms=1&sr_order=popularity&srepoch=1632872132&srpvid=5f95a5e1db6200f6&ucfs=1&from=searchresults,"9,4",Fabuleux,239 expériences vécues,"L'établissement Le Domaine des Prés Verts Spa est situé au cœur de la Bourgogne, à quelques minutes de Beaune, Saulieu et Mont-Saint-Jean."
Le Petit Jardin Yoyo,Monts,"0.625557094477472,47.2769432098795",booking.com//hotel/fr/le-petit-jardin-de-yoyo.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=68ccc9de3462f70bc234fb14ba452128&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=827&hpos=2&no_rooms=1&sr_order=popularity&srepoch=1632872132&srpvid=5f95a5e1db6200f6&ucfs=1&from=searchresults,"8,9",Superbe,163 expériences vécues,"Dotée d'une terrasse bien exposée, la chambre d'hôtes Le Petit Jardin De Yoyo propose des hébergements offrant une vue sur le jardin à Monts, à moins de 1 heure de route de l'ensemble des châteaux de..."
Hotel Les Mouflons Besse,Besse-et-Saint-Anastaise,"2.92973399162292,45.5106664541886",booking.com//hotel/fr/brit-les-mouflons.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=68ccc9de3462f70bc234fb14ba452128&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=828&hpos=3&no_rooms=1&sr_order=popularity&srepoch=1632872132&srpvid=5f95a5e1db6200f6&ucfs=1&from=searchresults,"6,8",Note,325 expériences vécues,"Situé à côté du centre de Besse-et-Saint-Anastaise, en Auvergne, l’établissement Les Mouflons propose un restaurant sur place, un bar, un spa et une connexion Wi-Fi gratuite."
Hôtel Saint-Georges,Saint-Jean-de-Maurienne,"6.3465344,45.2753679",booking.com//hotel/fr/ha-tel-saint-georges.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=68ccc9de3462f70bc234fb14ba452128&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=829&hpos=4&no_rooms=1&sr_order=popularity&srepoch=1632872132&srpvid=5f95a5e1db6200f6&ucfs=1&from=searchresults,"8,9",Superbe,620 expériences vécues,"L'Hôtel Saint-Georges vous accueille au cœur de Saint-Jean-de-Maurienne, à proximité des commerces, des restaurants et des musées."
Camping le Rivage,Quettehou,"-1.3031212986607,49.5791965662382",booking.com//hotel/fr/camping-le-rivage.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=68ccc9de3462f70bc234fb14ba452128&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=830&hpos=5&no_rooms=1&sr_order=popularity&srepoch=1632872132&srpvid=5f95a5e1db6200f6&ucfs=1&from=searchresults,"8,6",Superbe,251 expériences vécues,"Doté d'une piscine intérieure, le Camping le Rivage est situé à Quettehou, à 700 mètres de la plage la plus proche."
L'Auberge des 3 Marches,Le Vésinet,"2.13300786627042,48.8924482348451",booking.com//hotel/fr/l-39-auberge-des-3-marches.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=68ccc9de3462f70bc234fb14ba452128&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=831&hpos=6&no_rooms=1&sr_order=popularity&srepoch=1632872132&srpvid=5f95a5e1db6200f6&ucfs=1&from=searchresults,"8,1",Très bien,236 expériences vécues,"Doté d'un restaurant, L'Auberge des 3 Marches vous accueille dans le centre du Vésinet, à seulement 2 km de la salle multisports de Croissy-sur-Seine."
L auberge du lion d or,Nanteuil-sur-Marne,"3.221039,48.977314",booking.com//hotel/fr/l-auberge-du-lion-d-or-nanteuil-sur-marne.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=68ccc9de3462f70bc234fb14ba452128&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=832&hpos=7&no_rooms=1&sr_order=popularity&srepoch=1632872132&srpvid=5f95a5e1db6200f6&ucfs=1&from=searchresults,"7,1",Bien,7 expériences vécues,"Situé à Nanteuil-sur-Marne, l'auberge du lion d or possède un restaurant, un bar, un jardin et une terrasse. Cet hôtel 2 étoiles assure un service d'étage. L'hôtel propose des chambres familiales."
Hôtel Restaurant L' Empereur,Aléria,"9.51340913772583,42.1159684425155",booking.com//hotel/fr/hotellempereur.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=68ccc9de3462f70bc234fb14ba452128&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=833&hpos=8&no_rooms=1&sr_order=popularity&srepoch=1632872132&srpvid=5f95a5e1db6200f6&ucfs=1&from=searchresults,"8,7",Superbe,590 expériences vécues,L'Hôtel Restaurant L'Empereur dispose d'une superbe piscine extérieure et de chambres spacieuses pouvant accueillir jusqu'à 3 personnes. Elles donnent toutes sur un jardin privé.
61 Place Nationale,"Antibes City Centre, Antibes","7.12595978211596,43.5814932076449",booking.com//hotel/fr/61-republique.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=68ccc9de3462f70bc234fb14ba452128&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=834&hpos=9&no_rooms=1&sr_order=popularity&srepoch=1632872132&srpvid=5f95a5e1db6200f6&ucfs=1&from=searchresults,"8,8",Superbe,34 expériences vécues,"Situé à Antibes, à 300 mètres du musée Picasso et à 4,5 km du Marineland Antibes, le 61 Place Nationale propose un hébergement climatisé avec vue sur la ville et connexion Wi-Fi gratuite."
L'Esterel,"Centre-ville de Cannes, Cannes","7.01906204223633,43.55346244508",booking.com//hotel/fr/lesterel.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=68ccc9de3462f70bc234fb14ba452128&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=835&hpos=10&no_rooms=1&sr_order=popularity&srepoch=1632872132&srpvid=5f95a5e1db6200f6&ucfs=1&from=searchresults,"8,4",Très bien,2 354 expériences vécues,"L'Esterel est situé au cœur de Cannes, à seulement 400 mètres du Palais des Festivals et des plages de la Croisette."
Auberge De La Durdent,Héricourt-en-Caux,"0.697250962421094,49.6982356828636",booking.com//hotel/fr/auberge-de-la-durdent.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=68ccc9de3462f70bc234fb14ba452128&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=836&hpos=11&no_rooms=1&sr_order=popularity&srepoch=1632872132&srpvid=5f95a5e1db6200f6&ucfs=1&from=searchresults,"8,3",Très bien,100 expériences vécues,"L'Auberge De La Durdent vous accueille près de la rivière à Héricourt-en-Caux en Normandie, et vous propose 6 suites avec chambres et salon, ainsi qu'une accessible aux personnes à mobilité réduite."
Camping du lac,Saint-Julien-du-Verdon,"6.540481,43.91608",booking.com//hotel/fr/camping-du-lac-st-julien-du-verdon.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=68ccc9de3462f70bc234fb14ba452128&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=837&hpos=12&no_rooms=1&sr_order=popularity&srepoch=1632872132&srpvid=5f95a5e1db6200f6&ucfs=1&from=searchresults,"7,6",Bien,245 expériences vécues,"Situé à Saint-Julien-du-Verdon, le Camping du lac propose une connexion Wi-Fi gratuite, un bar, un salon commun et un jardin."
Les Gués Rivières,Pujols Gironde,"-0.0312718749046326,44.8072453942747",booking.com//hotel/fr/les-gua-c-s-rivia-res.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=68ccc9de3462f70bc234fb14ba452128&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=838&hpos=13&no_rooms=1&sr_order=popularity&srepoch=1632872132&srpvid=5f95a5e1db6200f6&ucfs=1&from=searchresults,"8,8",Superbe,214 expériences vécues,"Au sein d'un village traditionnel, l'établissement Les Gués Rivières vous fait bénéficier d'une terrasse avec vue panoramique sur les vignobles, d'une connexion Wi-Fi gratuite et d'une petite boutique..."
Lagrange Grand Bleu Vacances – Résidence Le Mas de Torreilles,Torreilles,"3.02255087660149,42.7630829636707",booking.com//hotel/fr/le-mas-de-torreilles.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=68ccc9de3462f70bc234fb14ba452128&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=839&hpos=14&no_rooms=1&sr_order=popularity&srepoch=1632872132&srpvid=5f95a5e1db6200f6&ucfs=1&from=searchresults,"7,9",Bien,80 expériences vécues,"Le Lagrange Grand Bleu Vacances - Résidence Le Mas de Torreilles est situé sur la côte catalane, à 1 km de la plage."
Hostellerie de La Poste,Oust,"1.21583998203278,42.874712003154",booking.com//hotel/fr/hostellerie-de-la-poste-oust.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=68ccc9de3462f70bc234fb14ba452128&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=840&hpos=15&no_rooms=1&sr_order=popularity&srepoch=1632872132&srpvid=5f95a5e1db6200f6&ucfs=1&from=searchresults,"8,1",Très bien,172 expériences vécues,"Située au sein du parc naturel régional des Pyrénées ariégeoises, l'Hostellerie De La Poste se trouve dans le village d'Oust."
Le Petit Robinson,Champvert,"3.49047315476992,46.8419254540498",booking.com//hotel/fr/le-petit-robinson.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=68ccc9de3462f70bc234fb14ba452128&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=841&hpos=16&no_rooms=1&sr_order=popularity&srepoch=1632872132&srpvid=5f95a5e1db6200f6&ucfs=1&from=searchresults,"8,3",Très bien,85 expériences vécues,"Situé à Champvert, l'établissement Le Petit Robinson offre une vue sur le jardin et met gratuitement à votre disposition une connexion Wi-Fi ainsi qu'un parking privé."
Domaine la Pierre Blanche,Eygalières,"4.9859543730164,43.7698905725239",booking.com//hotel/fr/domaine-de-la-pierre-blanche.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=68ccc9de3462f70bc234fb14ba452128&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=842&hpos=17&no_rooms=1&sr_order=popularity&srepoch=1632872132&srpvid=5f95a5e1db6200f6&ucfs=1&from=searchresults,"9,3",Fabuleux,142 expériences vécues,"Situé à Eygalières, le Domaine la Pierre Blanche possède un restaurant, un bar, un salon commun et un jardin. Chaque hébergement de cet hôtel 4 étoiles offre une vue sur le jardin."
La fontaine de rocoule,Rochefort-en-Valdaine,"4.86043670000004,44.5158864",booking.com//hotel/fr/la-fontaine-de-rocoule.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=68ccc9de3462f70bc234fb14ba452128&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=843&hpos=18&no_rooms=1&sr_order=popularity&srepoch=1632872132&srpvid=5f95a5e1db6200f6&ucfs=1&from=searchresults,"9,1",Fabuleux,1 203 expériences vécues,"Dotée d’une piscine intérieure chauffée, d’une terrasse bien exposée et offrant une vue sur la montagne, La fontaine de rocoule propose des hébergements à Rochefort-en-Valdaine, en..."
Hôtellerie Beau Rivage,Condrieu,"4.75991517305374,45.4574910899079",booking.com//hotel/fr/hotellerie-beau-rivage.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=68ccc9de3462f70bc234fb14ba452128&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=844&hpos=19&no_rooms=1&sr_order=popularity&srepoch=1632872132&srpvid=5f95a5e1db6200f6&ucfs=1&from=searchresults,"8,0",Très bien,510 expériences vécues,"Située sur les rives du Rhône, l'Hôtellerie Beau Rivage, un vaste établissement à la gestion familiale, assure une atmosphère chaleureuse et conviviale, dans un cadre unique."
Terres de France - Moncontour Active Park,Moncontour,"-0.0209534168243408,46.8911040825638",booking.com//hotel/fr/moncontour-active-park-terres-de-france.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=68ccc9de3462f70bc234fb14ba452128&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=845&hpos=20&no_rooms=1&sr_order=popularity&srepoch=1632872132&srpvid=5f95a5e1db6200f6&ucfs=1&from=searchresults,"7,6",Bien,64 expériences vécues,"Le Moncontour Active Park - Terres de France vous accueille autour d'un lac de 10 hectares, où vous pourrez pratiquer diverses activités comme le canoë-kayak, la natation, le minigolf, le wakeboard,..."
Hôtel du Clos,Le Rouret,"7.00518199999999,43.675322",booking.com//hotel/fr/du-clos.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=68ccc9de3462f70bc234fb14ba452128&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=846&hpos=21&no_rooms=1&sr_order=popularity&srepoch=1632872132&srpvid=5f95a5e1db6200f6&ucfs=1&from=searchresults,"9,0",Fabuleux,117 expériences vécues,L'Hôtel du Clos occupe un bâtiment datant du XIXe siècle avec piscine extérieure au Rouret. Son parking privé est accessible sans frais.
Hotel De La Croisee,Poncin,"5.408542,46.085625",booking.com//hotel/fr/de-la-croisee.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=68ccc9de3462f70bc234fb14ba452128&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=847&hpos=22&no_rooms=1&sr_order=popularity&srepoch=1632872132&srpvid=5f95a5e1db6200f6&ucfs=1&from=searchresults,"7,8",Bien,520 expériences vécues,"Situé à Poncin, l'Hotel De La Croisee dispose d'une terrasse. L'établissement possède un local à skis, un restaurant et un bar."
Domaine de L'Hostreiere,Colleville-sur-Mer,"-0.854889750480652,49.3485716344531",booking.com//hotel/fr/domaine-de-l-hostreiere.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=68ccc9de3462f70bc234fb14ba452128&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=848&hpos=23&no_rooms=1&sr_order=popularity&srepoch=1632872132&srpvid=5f95a5e1db6200f6&ucfs=1&from=searchresults,"8,5",Très bien,425 expériences vécues,"Le Domaine De L'hostreiere est un hôtel 3 étoiles situé près de la plage d'Omaha au cœur du Bessin, en Normandie. Il s'étend sur un vaste terrain et offre un accueil chaleureux."
"Paese di Lava, Grand Ajaccio",Alata,"8.67060000000004,41.983695",booking.com//hotel/fr/paese-di-lava.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=68ccc9de3462f70bc234fb14ba452128&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=849&hpos=24&no_rooms=1&sr_order=popularity&srepoch=1632872132&srpvid=5f95a5e1db6200f6&ucfs=1&from=searchresults,"7,6",Bien,859 expériences vécues,"Situé sur le front de mer à Alata, le village vacances Paese di Lava, Grand Ajaccio met gratuitement à votre disposition une piscine extérieure, un court de tennis, une connexion Wi-Fi et un parking..."
